"Cust_id","Active_Customer","NA"
"F25842",0,0.500053226947784
"F25843",0,0.482261180877686
"F25844",0,0.472766548395157
"F25845",0,0.495079666376114
"F25846",0,0.482338964939117
"F25847",0,0.501555025577545
"F25848",0,0.494873702526093
"F25849",0,0.503453195095062
"F25850",1,0.51600706577301
"F25851",1,0.523899853229523
"F25852",0,0.47561314702034
"F25853",0,0.495631992816925
"F25854",0,0.514814496040344
"F25855",0,0.513874113559723
"F25856",0,0.493370801210403
"F25857",0,0.47561314702034
"F25858",0,0.495079666376114
"F25859",1,0.51600706577301
"F25860",0,0.513786852359772
"F25861",1,0.521686017513275
"F25862",0,0.503453195095062
"F25863",0,0.484129905700684
"F25864",1,0.51600706577301
"F25865",1,0.541571974754333
"F25866",1,0.532706439495087
"F25867",0,0.474654406309128
"F25868",0,0.503142058849335
"F25869",1,0.515968024730682
"F25870",0,0.514814496040344
"F25871",0,0.473949670791626
"F25872",0,0.484129905700684
"F25873",0,0.475547462701797
"F25874",0,0.513731718063354
"F25875",0,0.484129905700684
"F25876",0,0.482408255338669
"F25877",0,0.472755372524261
"F25878",0,0.496246248483658
"F25879",0,0.470444351434708
"F25880",0,0.484129905700684
"F25881",1,0.51600706577301
"F25882",0,0.474908351898193
"F25883",1,0.51600706577301
"F25884",0,0.493984878063202
"F25885",1,0.541571974754333
"F25886",0,0.514339029788971
"F25887",0,0.482261180877686
"F25888",0,0.474908351898193
"F25889",0,0.474654406309128
"F25890",1,0.51600706577301
"F25891",0,0.484307885169983
"F25892",0,0.473039984703064
"F25893",0,0.502993583679199
"F25894",0,0.480571061372757
"F25895",1,0.51600706577301
"F25896",1,0.543753921985626
"F25897",0,0.475680530071259
"F25898",0,0.483168333768845
"F25899",0,0.514814496040344
"F25900",0,0.472755372524261
"F25901",0,0.472766548395157
"F25902",1,0.533480286598206
"F25903",0,0.472766548395157
"F25904",1,0.533480286598206
"F25905",0,0.493764191865921
"F25906",0,0.472766548395157
"F25907",0,0.497120141983032
"F25908",0,0.511444866657257
"F25909",1,0.518167674541473
"F25910",0,0.494259566068649
"F25911",0,0.474483102560043
"F25912",0,0.496068626642227
"F25913",0,0.473949670791626
"F25914",0,0.514339029788971
"F25915",0,0.473949670791626
"F25916",0,0.494577616453171
"F25917",0,0.486208617687225
"F25918",0,0.487614840269089
"F25919",0,0.473141938447952
"F25920",1,0.543753921985626
"F25921",0,0.484129905700684
"F25922",0,0.49693638086319
"F25923",0,0.510063171386719
"F25924",0,0.47561314702034
"F25925",0,0.513874113559723
"F25926",0,0.505390763282776
"F25927",0,0.484129905700684
"F25928",0,0.487614840269089
"F25929",1,0.533480286598206
"F25930",0,0.484129905700684
"F25931",1,0.543753921985626
"F25932",0,0.504354238510132
"F25933",1,0.518167674541473
"F25934",1,0.533480286598206
"F25935",1,0.543753921985626
"F25936",1,0.543753921985626
"F25937",1,0.533480286598206
"F25938",1,0.533480286598206
"F25939",0,0.481659352779388
"F25940",0,0.47412434220314
"F25941",0,0.514477670192719
"F25942",0,0.484786957502365
"F25943",0,0.496068626642227
"F25944",0,0.474908351898193
"F25945",0,0.506712794303894
"F25946",0,0.487614840269089
"F25947",0,0.470269650220871
"F25948",0,0.513731718063354
"F25949",0,0.508470952510834
"F25950",1,0.543753921985626
"F25951",1,0.532706439495087
"F25952",0,0.473039984703064
"F25953",0,0.514339029788971
"F25954",0,0.486208617687225
"F25955",1,0.532326757907867
"F25956",0,0.47316586971283
"F25957",0,0.47561314702034
"F25958",0,0.47561314702034
"F25959",0,0.470269650220871
"F25960",0,0.482338964939117
"F25961",0,0.496068626642227
"F25962",1,0.516590058803558
"F25963",0,0.474908351898193
"F25964",0,0.494259566068649
"F25965",0,0.496068626642227
"F25966",0,0.482261180877686
"F25967",1,0.532326757907867
"F25968",0,0.470269650220871
"F25969",0,0.495079666376114
"F25970",0,0.47561314702034
"F25971",0,0.482338964939117
"F25972",0,0.472766548395157
"F25973",0,0.486208617687225
"F25974",0,0.496068626642227
"F25975",1,0.515187084674835
"F25976",0,0.506857097148895
"F25977",1,0.51600706577301
"F25978",1,0.515968024730682
"F25979",1,0.543753921985626
"F25980",0,0.499026894569397
"F25981",0,0.495631992816925
"F25982",0,0.482261180877686
"F25983",0,0.507487654685974
"F25984",0,0.482015371322632
"F25985",0,0.47561314702034
"F25986",0,0.481632679700851
"F25987",0,0.474096834659576
"F25988",0,0.487614840269089
"F25989",0,0.472766548395157
"F25990",0,0.497828781604767
"F25991",0,0.514339029788971
"F25992",0,0.481659352779388
"F25993",1,0.529788374900818
"F25994",1,0.541571974754333
"F25995",0,0.51098245382309
"F25996",0,0.495079666376114
"F25997",0,0.502993583679199
"F25998",0,0.506803750991821
"F25999",0,0.514173686504364
"F26000",0,0.479514539241791
"F26001",1,0.543753921985626
"F26002",0,0.472766548395157
"F26003",1,0.519324600696564
"F26004",0,0.484129905700684
"F26005",0,0.502993583679199
"F26006",1,0.532075762748718
"F26007",0,0.496068626642227
"F26008",1,0.532706439495087
"F26009",1,0.541571974754333
"F26010",0,0.514339029788971
"F26011",0,0.474908351898193
"F26012",1,0.532706439495087
"F26013",0,0.494259566068649
"F26014",0,0.494117319583893
"F26015",0,0.493370801210403
"F26016",0,0.471959054470062
"F26017",0,0.493984878063202
"F26018",0,0.495079666376114
"F26019",0,0.511729717254639
"F26020",0,0.495516091585159
"F26021",0,0.473141938447952
"F26022",0,0.482015371322632
"F26023",0,0.496521055698395
"F26024",0,0.471587717533112
"F26025",0,0.480699151754379
"F26026",0,0.482261180877686
"F26027",1,0.532706439495087
"F26028",1,0.540427625179291
"F26029",0,0.47412434220314
"F26030",0,0.47561314702034
"F26031",1,0.541571974754333
"F26032",1,0.543753921985626
"F26033",0,0.514814496040344
"F26034",0,0.472766548395157
"F26035",0,0.496521055698395
"F26036",0,0.493370801210403
"F26037",0,0.482261180877686
"F26038",1,0.533480286598206
"F26039",0,0.477216452360153
"F26040",1,0.543753921985626
"F26041",1,0.51600706577301
"F26042",0,0.474096834659576
"F26043",1,0.515148222446442
"F26044",0,0.506156086921692
"F26045",0,0.47561314702034
"F26046",0,0.496068626642227
"F26047",0,0.474908351898193
"F26048",0,0.496068626642227
"F26049",1,0.541571974754333
"F26050",0,0.504492938518524
"F26051",1,0.532326757907867
"F26052",0,0.49376854300499
"F26053",0,0.496068626642227
"F26054",1,0.543753921985626
"F26055",0,0.498781442642212
"F26056",0,0.487614840269089
"F26057",1,0.519969463348389
"F26058",0,0.504656851291656
"F26059",0,0.493370801210403
"F26060",0,0.493984878063202
"F26061",0,0.496068626642227
"F26062",1,0.51600706577301
"F26063",1,0.532326757907867
"F26064",1,0.541571974754333
"F26065",0,0.487614840269089
"F26066",0,0.470444351434708
"F26067",1,0.519324600696564
"F26068",0,0.484903126955032
"F26069",0,0.474654406309128
"F26070",1,0.51600706577301
"F26071",0,0.484129905700684
"F26072",0,0.470444351434708
"F26073",1,0.532326757907867
"F26074",0,0.503333449363708
"F26075",0,0.478880882263184
"F26076",0,0.478880882263184
"F26077",0,0.493764191865921
"F26078",0,0.514814496040344
"F26079",0,0.474908351898193
"F26080",0,0.484648019075394
"F26081",1,0.532706439495087
"F26082",0,0.480571061372757
"F26083",0,0.473998427391052
"F26084",0,0.47561314702034
"F26085",0,0.514814496040344
"F26086",0,0.484129905700684
"F26087",1,0.543753921985626
"F26088",0,0.504656851291656
"F26089",1,0.543753921985626
"F26090",0,0.47412434220314
"F26091",0,0.512424111366272
"F26092",1,0.51600706577301
"F26093",0,0.494962573051453
"F26094",0,0.514814496040344
"F26095",1,0.543753921985626
"F26096",1,0.532326757907867
"F26097",0,0.484129905700684
"F26098",0,0.497693210840225
"F26099",1,0.5199214220047
"F26100",0,0.470444351434708
"F26101",1,0.516590058803558
"F26102",0,0.493370801210403
"F26103",0,0.495079666376114
"F26104",0,0.49693638086319
"F26105",0,0.514814496040344
"F26106",0,0.494117319583893
"F26107",1,0.51600706577301
"F26108",0,0.495350033044815
"F26109",1,0.532706439495087
"F26110",1,0.51600706577301
"F26111",0,0.472755372524261
"F26112",1,0.533480286598206
"F26113",0,0.493370801210403
"F26114",1,0.541571974754333
"F26115",0,0.473847091197968
"F26116",0,0.473039984703064
"F26117",0,0.484129905700684
"F26118",0,0.482261180877686
"F26119",0,0.487550169229507
"F26120",0,0.506373167037964
"F26121",0,0.506416380405426
"F26122",0,0.475547462701797
"F26123",0,0.482261180877686
"F26124",1,0.51600706577301
"F26125",0,0.493370801210403
"F26126",0,0.481632679700851
"F26127",0,0.484129905700684
"F26128",0,0.478880882263184
"F26129",0,0.484129905700684
"F26130",1,0.532706439495087
"F26131",0,0.472755372524261
"F26132",0,0.47412434220314
"F26133",0,0.472755372524261
"F26134",1,0.534061670303345
"F26135",0,0.496068626642227
"F26136",1,0.515328109264374
"F26137",0,0.51094651222229
"F26138",1,0.543753921985626
"F26139",1,0.533480286598206
"F26140",1,0.543753921985626
"F26141",0,0.500470161437988
"F26142",1,0.51600706577301
"F26143",1,0.520752429962158
"F26144",0,0.496224880218506
"F26145",0,0.494652956724167
"F26146",1,0.532326757907867
"F26147",0,0.496068626642227
"F26148",0,0.484129905700684
"F26149",0,0.488763451576233
"F26150",0,0.486208617687225
"F26151",0,0.496130436658859
"F26152",1,0.529511392116547
"F26153",1,0.543753921985626
"F26154",0,0.510969161987305
"F26155",0,0.483168333768845
"F26156",1,0.523899853229523
"F26157",1,0.532326757907867
"F26158",0,0.482848674058914
"F26159",0,0.47412434220314
"F26160",1,0.51600706577301
"F26161",0,0.472766548395157
"F26162",0,0.493984878063202
"F26163",0,0.514814496040344
"F26164",0,0.470444351434708
"F26165",1,0.543753921985626
"F26166",1,0.532706439495087
"F26167",0,0.511444866657257
"F26168",0,0.47561314702034
"F26169",0,0.514323532581329
"F26170",0,0.504354238510132
"F26171",0,0.493370801210403
"F26172",0,0.471587717533112
"F26173",0,0.476803719997406
"F26174",0,0.482338964939117
"F26175",0,0.500807642936707
"F26176",0,0.496068626642227
"F26177",1,0.541571974754333
"F26178",0,0.514814496040344
"F26179",0,0.49713522195816
"F26180",1,0.541571974754333
"F26181",1,0.51600706577301
"F26182",0,0.475680530071259
"F26183",1,0.532508492469788
"F26184",1,0.51600706577301
"F26185",0,0.491500020027161
"F26186",0,0.484129905700684
"F26187",0,0.472766548395157
"F26188",1,0.518025934696198
"F26189",0,0.496504724025726
"F26190",0,0.47561314702034
"F26191",0,0.514814496040344
"F26192",0,0.503142058849335
"F26193",1,0.533480286598206
"F26194",0,0.474908351898193
"F26195",0,0.474483102560043
"F26196",0,0.502517521381378
"F26197",1,0.518167674541473
"F26198",0,0.506165862083435
"F26199",1,0.519843697547913
"F26200",0,0.487614840269089
"F26201",0,0.500331401824951
"F26202",1,0.543753921985626
"F26203",0,0.481888115406036
"F26204",1,0.543753921985626
"F26205",0,0.484129905700684
"F26206",0,0.474908351898193
"F26207",0,0.47561314702034
"F26208",0,0.493984878063202
"F26209",0,0.472755372524261
"F26210",0,0.503453195095062
"F26211",0,0.474908351898193
"F26212",0,0.496504724025726
"F26213",0,0.472755372524261
"F26214",0,0.471076905727386
"F26215",0,0.477085530757904
"F26216",0,0.472766548395157
"F26217",0,0.473847091197968
"F26218",0,0.504964232444763
"F26219",1,0.515968024730682
"F26220",1,0.51600706577301
"F26221",0,0.496068626642227
"F26222",0,0.484129905700684
"F26223",0,0.484129905700684
"F26224",0,0.472766548395157
"F26225",1,0.532706439495087
"F26226",0,0.474908351898193
"F26227",0,0.512053608894348
"F26228",0,0.495079666376114
"F26229",0,0.496969699859619
"F26230",0,0.514814496040344
"F26231",0,0.481888115406036
"F26232",0,0.502993583679199
"F26233",1,0.51587575674057
"F26234",0,0.47097435593605
"F26235",0,0.504187285900116
"F26236",1,0.533480286598206
"F26237",0,0.505489468574524
"F26238",0,0.493098646402359
"F26239",0,0.500053226947784
"F26240",1,0.51600706577301
"F26241",0,0.513731718063354
"F26242",1,0.515187084674835
"F26243",0,0.481659352779388
"F26244",0,0.487614840269089
"F26245",0,0.496246248483658
"F26246",0,0.493370801210403
"F26247",0,0.472766548395157
"F26248",0,0.475547462701797
"F26249",1,0.516590058803558
"F26250",0,0.497120141983032
"F26251",1,0.533480286598206
"F26252",0,0.513976454734802
"F26253",1,0.51600706577301
"F26254",1,0.543753921985626
"F26255",0,0.474908351898193
"F26256",0,0.472766548395157
"F26257",0,0.496969699859619
"F26258",0,0.512493908405304
"F26259",1,0.533480286598206
"F26260",1,0.532706439495087
"F26261",0,0.473039984703064
"F26262",1,0.51600706577301
"F26263",1,0.51600706577301
"F26264",0,0.47561314702034
"F26265",0,0.487614840269089
"F26266",0,0.473847091197968
"F26267",0,0.513874113559723
"F26268",0,0.472766548395157
"F26269",0,0.47561314702034
"F26270",0,0.473949670791626
"F26271",1,0.515187084674835
"F26272",0,0.47412434220314
"F26273",0,0.47412434220314
"F26274",1,0.532706439495087
"F26275",1,0.51600706577301
"F26276",1,0.543753921985626
"F26277",0,0.473847091197968
"F26278",0,0.502993583679199
"F26279",0,0.494259566068649
"F26280",0,0.484129905700684
"F26281",0,0.495079666376114
"F26282",0,0.514339029788971
"F26283",0,0.499026894569397
"F26284",1,0.532706439495087
"F26285",0,0.472755372524261
"F26286",0,0.471076905727386
"F26287",1,0.521802842617035
"F26288",1,0.543753921985626
"F26289",0,0.496504724025726
"F26290",0,0.471076905727386
"F26291",0,0.510969161987305
"F26292",0,0.475291073322296
"F26293",1,0.543753921985626
"F26294",0,0.494259566068649
"F26295",0,0.47561314702034
"F26296",0,0.497152537107468
"F26297",0,0.470444351434708
"F26298",0,0.47412434220314
"F26299",1,0.515968024730682
"F26300",0,0.47412434220314
"F26301",0,0.484129905700684
"F26302",0,0.507824659347534
"F26303",1,0.51600706577301
"F26304",1,0.51600706577301
"F26305",1,0.533480286598206
"F26306",1,0.51587575674057
"F26307",0,0.472133755683899
"F26308",0,0.47561314702034
"F26309",1,0.51600706577301
"F26310",0,0.472766548395157
"F26311",1,0.519887685775757
"F26312",0,0.494259566068649
"F26313",0,0.514814496040344
"F26314",1,0.543753921985626
"F26315",0,0.496068626642227
"F26316",0,0.47561314702034
"F26317",0,0.492149233818054
"F26318",0,0.493370801210403
"F26319",1,0.533480286598206
"F26320",0,0.470269650220871
"F26321",0,0.484129905700684
"F26322",0,0.472766548395157
"F26323",0,0.474908351898193
"F26324",0,0.50044059753418
"F26325",0,0.511444866657257
"F26326",0,0.472766548395157
"F26327",1,0.543753921985626
"F26328",0,0.506024360656738
"F26329",0,0.511444866657257
"F26330",0,0.473141938447952
"F26331",0,0.482261180877686
"F26332",1,0.532706439495087
"F26333",1,0.532706439495087
"F26334",0,0.490900278091431
"F26335",1,0.543753921985626
"F26336",1,0.51600706577301
"F26337",0,0.514814496040344
"F26338",1,0.51600706577301
"F26339",0,0.493984878063202
"F26340",0,0.493370801210403
"F26341",0,0.493370801210403
"F26342",0,0.496068626642227
"F26343",0,0.475547462701797
"F26344",0,0.498080492019653
"F26345",0,0.493370801210403
"F26346",0,0.474908351898193
"F26347",0,0.510807812213898
"F26348",0,0.47561314702034
"F26349",0,0.492396354675293
"F26350",0,0.474096834659576
"F26351",1,0.532706439495087
"F26352",0,0.496068626642227
"F26353",0,0.482261180877686
"F26354",0,0.473039984703064
"F26355",0,0.511444866657257
"F26356",0,0.470444351434708
"F26357",0,0.474654406309128
"F26358",1,0.532706439495087
"F26359",1,0.518167674541473
"F26360",0,0.506803750991821
"F26361",1,0.520814061164856
"F26362",0,0.486208617687225
"F26363",0,0.474908351898193
"F26364",1,0.543753921985626
"F26365",0,0.491744250059128
"F26366",0,0.49693638086319
"F26367",1,0.540427625179291
"F26368",1,0.51600706577301
"F26369",0,0.484129905700684
"F26370",0,0.497272312641144
"F26371",0,0.472766548395157
"F26372",1,0.51600706577301
"F26373",1,0.532326757907867
"F26374",1,0.543753921985626
"F26375",0,0.496068626642227
"F26376",0,0.511729717254639
"F26377",0,0.472346842288971
"F26378",0,0.487614840269089
"F26379",0,0.495350033044815
"F26380",0,0.49053081870079
"F26381",0,0.49693638086319
"F26382",0,0.502993583679199
"F26383",1,0.533480286598206
"F26384",0,0.494873702526093
"F26385",0,0.474908351898193
"F26386",0,0.496521055698395
"F26387",1,0.518167674541473
"F26388",1,0.543753921985626
"F26389",0,0.475547462701797
"F26390",0,0.47412434220314
"F26391",0,0.494672805070877
"F26392",0,0.512493908405304
"F26393",1,0.51600706577301
"F26394",1,0.51600706577301
"F26395",0,0.470269650220871
"F26396",1,0.51600706577301
"F26397",1,0.532706439495087
"F26398",0,0.511444866657257
"F26399",0,0.47412434220314
"F26400",0,0.482338964939117
"F26401",0,0.472755372524261
"F26402",0,0.473039984703064
"F26403",1,0.522514641284943
"F26404",0,0.514814496040344
"F26405",0,0.492396354675293
"F26406",0,0.501555025577545
"F26407",0,0.503453195095062
"F26408",0,0.494259566068649
"F26409",0,0.486208617687225
"F26410",0,0.495079666376114
"F26411",0,0.509973108768463
"F26412",0,0.47412434220314
"F26413",0,0.496246248483658
"F26414",0,0.483168333768845
"F26415",0,0.484129905700684
"F26416",0,0.50448739528656
"F26417",1,0.532706439495087
"F26418",0,0.486208617687225
"F26419",0,0.50496232509613
"F26420",0,0.497273743152618
"F26421",0,0.495079666376114
"F26422",0,0.471587717533112
"F26423",0,0.496068626642227
"F26424",0,0.487614840269089
"F26425",0,0.514814496040344
"F26426",0,0.505956172943115
"F26427",0,0.484129905700684
"F26428",0,0.472766548395157
"F26429",0,0.472766548395157
"F26430",0,0.496068626642227
"F26431",1,0.51600706577301
"F26432",1,0.533480286598206
"F26433",0,0.492149233818054
"F26434",1,0.543753921985626
"F26435",0,0.514339029788971
"F26436",0,0.493370801210403
"F26437",1,0.51600706577301
"F26438",0,0.484129905700684
"F26439",0,0.475291073322296
"F26440",0,0.482261180877686
"F26441",0,0.503453195095062
"F26442",0,0.474483102560043
"F26443",0,0.496504724025726
"F26444",0,0.47561314702034
"F26445",0,0.47412434220314
"F26446",0,0.475915372371674
"F26447",1,0.515711843967438
"F26448",0,0.495079666376114
"F26449",0,0.47412434220314
"F26450",0,0.495079666376114
"F26451",0,0.482261180877686
"F26452",1,0.533480286598206
"F26453",1,0.51600706577301
"F26454",1,0.51600706577301
"F26455",0,0.488763451576233
"F26456",0,0.512645602226257
"F26457",0,0.49693638086319
"F26458",0,0.470444351434708
"F26459",0,0.484129905700684
"F26460",0,0.514197945594788
"F26461",1,0.541571974754333
"F26462",1,0.518971860408783
"F26463",0,0.493764191865921
"F26464",0,0.491507649421692
"F26465",0,0.47561314702034
"F26466",0,0.473141938447952
"F26467",0,0.484129905700684
"F26468",0,0.494984894990921
"F26469",0,0.481632679700851
"F26470",1,0.541571974754333
"F26471",0,0.475291073322296
"F26472",0,0.47561314702034
"F26473",0,0.495516091585159
"F26474",0,0.496504724025726
"F26475",0,0.497448652982712
"F26476",0,0.499026894569397
"F26477",1,0.543753921985626
"F26478",0,0.472766548395157
"F26479",0,0.482338964939117
"F26480",0,0.475291073322296
"F26481",1,0.541571974754333
"F26482",1,0.516590058803558
"F26483",0,0.472766548395157
"F26484",0,0.505390763282776
"F26485",1,0.541571974754333
"F26486",0,0.470444351434708
"F26487",0,0.470269650220871
"F26488",0,0.487614840269089
"F26489",0,0.477921545505524
"F26490",1,0.51600706577301
"F26491",0,0.474908351898193
"F26492",0,0.488763451576233
"F26493",0,0.493370801210403
"F26494",1,0.543753921985626
"F26495",0,0.482299715280533
"F26496",0,0.470269650220871
"F26497",1,0.532326757907867
"F26498",1,0.516769647598267
"F26499",1,0.541571974754333
"F26500",0,0.474096834659576
"F26501",1,0.543753921985626
"F26502",0,0.498383283615112
"F26503",0,0.496722400188446
"F26504",1,0.533480286598206
"F26505",1,0.543753921985626
"F26506",0,0.495079666376114
"F26507",0,0.473039984703064
"F26508",1,0.533480286598206
"F26509",0,0.486208617687225
"F26510",1,0.533480286598206
"F26511",0,0.514814496040344
"F26512",1,0.533480286598206
"F26513",1,0.541571974754333
"F26514",0,0.474654406309128
"F26515",0,0.474654406309128
"F26516",0,0.479679822921753
"F26517",0,0.478880882263184
"F26518",1,0.532326757907867
"F26519",0,0.472766548395157
"F26520",1,0.533480286598206
"F26521",1,0.533480286598206
"F26522",0,0.47561314702034
"F26523",0,0.484129905700684
"F26524",1,0.532326757907867
"F26525",0,0.494873702526093
"F26526",0,0.476803719997406
"F26527",0,0.472755372524261
"F26528",0,0.474908351898193
"F26529",0,0.47561314702034
"F26530",0,0.472755372524261
"F26531",0,0.509973108768463
"F26532",0,0.510750412940979
"F26533",0,0.487614840269089
"F26534",0,0.49693638086319
"F26535",0,0.484129905700684
"F26536",0,0.484129905700684
"F26537",1,0.533480286598206
"F26538",1,0.532706439495087
"F26539",0,0.47561314702034
"F26540",0,0.472755372524261
"F26541",0,0.472766548395157
"F26542",0,0.494873702526093
"F26543",0,0.482261180877686
"F26544",0,0.475547462701797
"F26545",0,0.486208617687225
"F26546",0,0.474908351898193
"F26547",0,0.488763451576233
"F26548",0,0.473847091197968
"F26549",0,0.491507649421692
"F26550",0,0.473847091197968
"F26551",0,0.474830210208893
"F26552",0,0.472766548395157
"F26553",0,0.494873702526093
"F26554",0,0.496068626642227
"F26555",0,0.481659352779388
"F26556",0,0.493370801210403
"F26557",0,0.486208617687225
"F26558",0,0.513874113559723
"F26559",1,0.516590058803558
"F26560",1,0.51600706577301
"F26561",1,0.518167674541473
"F26562",0,0.471959054470062
"F26563",0,0.486208617687225
"F26564",1,0.515968024730682
"F26565",0,0.495079666376114
"F26566",1,0.51600706577301
"F26567",0,0.471959054470062
"F26568",1,0.533480286598206
"F26569",0,0.47412434220314
"F26570",0,0.496068626642227
"F26571",1,0.51600706577301
"F26572",1,0.543753921985626
"F26573",0,0.487614840269089
"F26574",0,0.492396354675293
"F26575",0,0.496068626642227
"F26576",0,0.482015371322632
"F26577",0,0.493984878063202
"F26578",0,0.472766548395157
"F26579",0,0.476528644561768
"F26580",0,0.487614840269089
"F26581",1,0.532326757907867
"F26582",1,0.520551085472107
"F26583",0,0.493984878063202
"F26584",0,0.484129905700684
"F26585",0,0.471959054470062
"F26586",1,0.515328109264374
"F26587",1,0.543753921985626
"F26588",0,0.47534117102623
"F26589",1,0.51600706577301
"F26590",0,0.471076905727386
"F26591",1,0.51600706577301
"F26592",1,0.541571974754333
"F26593",1,0.51600706577301
"F26594",0,0.471076905727386
"F26595",0,0.475547462701797
"F26596",0,0.505390763282776
"F26597",0,0.498765885829926
"F26598",0,0.47412434220314
"F26599",0,0.50496232509613
"F26600",1,0.541571974754333
"F26601",0,0.49713522195816
"F26602",0,0.493370801210403
"F26603",0,0.472755372524261
"F26604",0,0.498705238103867
"F26605",0,0.513874113559723
"F26606",0,0.496068626642227
"F26607",0,0.512053608894348
"F26608",1,0.543753921985626
"F26609",0,0.494677811861038
"F26610",0,0.478175610303879
"F26611",0,0.472766548395157
"F26612",1,0.533480286598206
"F26613",0,0.47412434220314
"F26614",0,0.481659352779388
"F26615",0,0.47561314702034
"F26616",1,0.543753921985626
"F26617",0,0.514814496040344
"F26618",0,0.47698849439621
"F26619",1,0.51600706577301
"F26620",1,0.543753921985626
"F26621",0,0.514173686504364
"F26622",0,0.498705238103867
"F26623",0,0.494259566068649
"F26624",0,0.47561314702034
"F26625",0,0.472755372524261
"F26626",0,0.497272312641144
"F26627",0,0.484129905700684
"F26628",0,0.505956172943115
"F26629",0,0.473949670791626
"F26630",0,0.471076905727386
"F26631",0,0.512476742267609
"F26632",1,0.516590058803558
"F26633",0,0.474830210208893
"F26634",1,0.51600706577301
"F26635",0,0.488763451576233
"F26636",1,0.523899853229523
"F26637",0,0.495631992816925
"F26638",0,0.506024360656738
"F26639",0,0.50044059753418
"F26640",0,0.504574775695801
"F26641",1,0.51600706577301
"F26642",0,0.472766548395157
"F26643",1,0.533480286598206
"F26644",0,0.482261180877686
"F26645",1,0.533480286598206
"F26646",0,0.496025115251541
"F26647",0,0.496068626642227
"F26648",0,0.495079666376114
"F26649",0,0.488184720277786
"F26650",1,0.520551085472107
"F26651",1,0.543753921985626
"F26652",1,0.51587575674057
"F26653",0,0.482261180877686
"F26654",0,0.475547462701797
"F26655",1,0.532706439495087
"F26656",0,0.498765885829926
"F26657",0,0.484129905700684
"F26658",0,0.47097435593605
"F26659",0,0.474908351898193
"F26660",0,0.484129905700684
"F26661",0,0.494259566068649
"F26662",0,0.512647390365601
"F26663",0,0.474908351898193
"F26664",0,0.487614840269089
"F26665",1,0.543753921985626
"F26666",0,0.50496232509613
"F26667",1,0.516972661018372
"F26668",1,0.515968024730682
"F26669",0,0.47561314702034
"F26670",0,0.473847091197968
"F26671",1,0.51600706577301
"F26672",1,0.533480286598206
"F26673",0,0.504062235355377
"F26674",0,0.472755372524261
"F26675",1,0.520783543586731
"F26676",0,0.47561314702034
"F26677",0,0.493370801210403
"F26678",1,0.51600706577301
"F26679",0,0.496068626642227
"F26680",1,0.51600706577301
"F26681",0,0.484129905700684
"F26682",1,0.51600706577301
"F26683",0,0.492149233818054
"F26684",0,0.512647390365601
"F26685",1,0.533480286598206
"F26686",1,0.543753921985626
"F26687",0,0.474908351898193
"F26688",0,0.470269650220871
"F26689",0,0.501484513282776
"F26690",1,0.532326757907867
"F26691",1,0.519259035587311
"F26692",0,0.484129905700684
"F26693",0,0.497120141983032
"F26694",0,0.471076905727386
"F26695",1,0.520375192165375
"F26696",0,0.475547462701797
